i,time,HH,Type,has_hh,month
1,320,2,NA,FALSE,11
1,74,2,NA,FALSE,3
1,329,2,NA,TRUE,11
1,292,3,NA,FALSE,10
1,201,3,NA,FALSE,7
1,273,4,NA,FALSE,10
1,114,4,NA,TRUE,4
1,75,4,NA,FALSE,3
1,360,6,NA,FALSE,12
1,48,6,NA,FALSE,2
1,143,6,NA,FALSE,5
1,136,7,NA,FALSE,5
1,321,7,NA,FALSE,11
1,138,7,NA,FALSE,5
1,256,7,NA,FALSE,9
1,230,8,NA,FALSE,8
1,150,9,NA,FALSE,5
1,72,9,NA,FALSE,3
1,218,9,NA,FALSE,8
1,52,10,NA,FALSE,2
1,264,10,NA,FALSE,9
1,54,11,NA,FALSE,2
1,339,11,NA,FALSE,12
1,50,13,NA,FALSE,2
1,124,13,NA,FALSE,5
1,107,14,NA,FALSE,4
1,117,14,NA,TRUE,4
1,301,15,NA,FALSE,11
1,113,15,NA,FALSE,4
1,282,16,NA,FALSE,10
1,212,17,NA,FALSE,8
1,222,18,NA,FALSE,8
1,175,18,NA,FALSE,6
1,304,20,NA,FALSE,11
1,64,20,NA,FALSE,3
1,241,21,NA,FALSE,9
1,315,21,NA,TRUE,11
1,135,21,NA,FALSE,5
1,276,21,NA,TRUE,10
1,255,21,NA,TRUE,9
1,132,23,NA,FALSE,5
1,364,23,NA,FALSE,13
1,206,24,NA,FALSE,7
1,217,25,NA,FALSE,8
1,56,25,NA,TRUE,2
1,358,25,NA,FALSE,12
1,29,25,NA,FALSE,1
1,228,26,NA,TRUE,8
1,203,26,NA,FALSE,7
1,235,26,NA,TRUE,8
1,101,28,NA,FALSE,4
1,174,28,NA,FALSE,6
1,261,31,NA,FALSE,9
1,156,32,NA,FALSE,6
1,315,32,NA,FALSE,11
1,355,33,NA,FALSE,12
1,141,33,NA,FALSE,5
1,133,34,NA,FALSE,5
1,238,34,NA,FALSE,8
1,73,36,NA,TRUE,3
1,142,36,NA,FALSE,5
1,36,36,NA,FALSE,2
1,308,37,NA,FALSE,11
1,125,37,NA,FALSE,5
1,267,38,NA,FALSE,9
1,341,39,NA,FALSE,12
1,73,39,NA,FALSE,3
1,47,40,NA,FALSE,2
1,143,41,NA,FALSE,5
1,156,41,NA,TRUE,6
1,164,42,NA,FALSE,6
1,94,42,NA,FALSE,4
1,50,45,NA,FALSE,2
1,348,46,NA,FALSE,12
1,228,46,NA,FALSE,8
1,361,47,NA,FALSE,13
1,179,48,NA,FALSE,6
1,68,48,NA,FALSE,3
1,52,49,NA,FALSE,2
1,82,50,NA,FALSE,3
1,130,51,NA,TRUE,5
1,108,51,NA,FALSE,4
1,55,51,NA,FALSE,2
1,41,52,NA,FALSE,2
1,143,53,NA,FALSE,5
1,310,54,NA,FALSE,11
1,93,54,NA,FALSE,4
1,273,55,NA,FALSE,10
1,66,55,NA,FALSE,3
1,106,56,NA,TRUE,4
1,76,56,NA,FALSE,3
1,130,56,NA,TRUE,5
1,175,58,NA,FALSE,6
1,168,59,NA,TRUE,6
1,157,59,NA,FALSE,6
