i,time,HH,Type,has_hh,month
1,82,6,E,FALSE,3
1,258,6,E,FALSE,9
1,214,8,C,FALSE,8
1,295,15,E,FALSE,10
1,273,17,E,FALSE,10
1,177,19,E,FALSE,6
1,149,21,E,FALSE,5
1,214,26,E,FALSE,8
1,116,35,C,FALSE,4
1,86,37,E,FALSE,3
1,214,40,E,FALSE,8
1,38,46,E,FALSE,2
1,100,49,E,FALSE,4
1,110,57,E,FALSE,4
1,254,67,E,FALSE,9
1,207,73,E,FALSE,7
1,348,75,E,FALSE,12
1,52,78,E,FALSE,2
1,114,79,E,FALSE,4
1,154,82,H,TRUE,6
1,182,82,H,TRUE,7
1,124,82,E,FALSE,5
1,362,94,E,FALSE,13
1,331,97,E,FALSE,12
1,361,97,H,TRUE,13
1,105,97,E,FALSE,4
1,52,100,E,FALSE,2
1,248,100,E,FALSE,9
1,71,106,E,FALSE,3
1,189,109,E,FALSE,7
1,131,113,E,FALSE,5
1,218,119,E,FALSE,8
1,94,119,E,FALSE,4
1,147,128,C,FALSE,5
1,177,133,C,FALSE,6
1,26,141,E,FALSE,1
1,117,148,E,FALSE,4
1,343,150,H,TRUE,12
1,317,150,E,FALSE,11
1,345,150,H,TRUE,12
1,308,154,E,FALSE,11
1,154,162,E,FALSE,6
1,191,167,E,FALSE,7
1,201,170,H,TRUE,7
1,232,170,H,TRUE,8
1,170,170,E,FALSE,6
1,234,170,H,TRUE,8
1,200,170,H,TRUE,7
1,230,180,E,FALSE,8
1,191,187,E,FALSE,7
1,139,187,H,TRUE,5
1,110,187,C,FALSE,4
1,52,190,E,FALSE,2
1,81,190,H,TRUE,3
1,83,190,H,TRUE,3
1,350,198,E,FALSE,12
1,338,201,H,TRUE,12
1,304,201,E,FALSE,11
1,111,204,E,FALSE,4
1,113,206,E,FALSE,4
1,221,210,E,FALSE,8
1,236,210,E,TRUE,8
1,345,213,E,FALSE,12
1,69,218,E,FALSE,3
2,280,3,E,FALSE,10
2,297,5,C,FALSE,10
2,95,8,E,FALSE,4
2,202,20,H,TRUE,7
2,170,20,C,FALSE,6
2,87,22,E,FALSE,3
2,135,23,E,FALSE,5
2,326,23,E,FALSE,11
2,161,32,E,FALSE,6
2,67,32,E,FALSE,3
2,97,35,H,TRUE,4
2,63,35,E,FALSE,3
2,265,42,C,FALSE,9
2,310,47,E,FALSE,11
2,48,49,E,FALSE,2
2,361,55,H,TRUE,13
2,337,55,E,FALSE,12
2,121,59,E,FALSE,5
2,121,60,E,FALSE,5
2,98,70,E,FALSE,4
2,311,80,E,FALSE,11
2,219,86,E,FALSE,8
2,355,100,C,FALSE,12
2,307,104,E,FALSE,11
2,39,106,E,FALSE,2
2,67,106,H,TRUE,3
2,141,111,E,FALSE,5
2,220,120,E,FALSE,8
2,227,127,E,FALSE,8
2,243,137,E,FALSE,9
2,56,144,E,FALSE,2
2,88,155,E,FALSE,3
2,123,156,E,FALSE,5
2,154,156,H,TRUE,6
2,332,157,E,FALSE,12
2,74,159,E,FALSE,3
2,134,163,E,FALSE,5
2,250,165,E,FALSE,9
2,275,183,E,FALSE,10
2,242,192,E,FALSE,9
2,146,193,E,FALSE,5
2,260,200,E,FALSE,9
2,331,204,E,FALSE,12
2,234,212,E,FALSE,8
2,269,221,C,FALSE,9
2,311,224,E,TRUE,11
2,281,224,E,FALSE,10
3,209,1,E,FALSE,7
3,154,2,E,FALSE,6
3,226,8,E,FALSE,8
3,172,10,C,FALSE,6
3,111,11,E,FALSE,4
3,191,15,C,FALSE,7
3,256,41,E,FALSE,9
3,234,44,C,FALSE,8
3,228,46,C,FALSE,8
3,214,63,E,FALSE,8
3,306,68,E,FALSE,11
3,106,70,E,FALSE,4
3,219,72,E,FALSE,8
3,112,73,E,FALSE,4
3,146,73,H,TRUE,5
3,292,74,E,FALSE,10
3,325,80,E,FALSE,11
3,357,80,H,TRUE,12
3,249,81,E,FALSE,9
3,119,85,H,TRUE,4
3,92,85,E,FALSE,4
3,197,91,E,FALSE,7
3,251,92,E,FALSE,9
3,67,93,H,TRUE,3
3,67,93,H,TRUE,3
3,38,93,E,FALSE,2
3,198,101,E,FALSE,7
3,319,121,E,FALSE,11
3,347,121,H,TRUE,12
3,32,125,E,FALSE,2
3,168,125,H,TRUE,6
3,142,125,E,FALSE,5
3,61,140,H,TRUE,3
3,31,140,E,FALSE,2
3,185,141,C,FALSE,7
3,269,141,C,FALSE,9
3,52,142,E,FALSE,2
3,362,145,H,TRUE,13
3,334,145,E,FALSE,12
3,226,149,C,FALSE,8
3,241,150,C,FALSE,9
3,151,150,E,FALSE,6
3,238,159,H,TRUE,8
3,209,159,E,FALSE,7
3,302,162,E,FALSE,11
3,224,164,E,FALSE,8
3,241,164,E,TRUE,9
3,294,182,E,FALSE,10
3,170,191,C,FALSE,6
3,184,193,E,FALSE,7
3,167,198,E,FALSE,6
3,291,203,E,FALSE,10
3,251,204,E,FALSE,9
3,313,207,E,FALSE,11
3,276,209,E,FALSE,10
3,111,209,E,FALSE,4
3,138,209,H,TRUE,5
3,93,212,E,FALSE,4
3,265,213,E,FALSE,9
3,63,215,C,FALSE,3
3,94,215,H,TRUE,4
3,332,217,E,FALSE,12
4,287,6,E,FALSE,10
4,68,11,E,FALSE,3
4,225,14,E,FALSE,8
4,348,30,E,TRUE,12
4,332,30,C,FALSE,12
4,41,50,E,FALSE,2
4,111,53,E,FALSE,4
4,97,59,E,FALSE,4
4,340,65,E,FALSE,12
4,97,71,E,FALSE,4
4,118,81,E,FALSE,4
4,246,86,E,FALSE,9
4,231,100,E,FALSE,8
4,197,117,E,FALSE,7
4,120,122,E,FALSE,4
4,154,122,H,TRUE,6
4,151,122,H,TRUE,6
4,233,125,E,FALSE,8
4,358,125,E,FALSE,12
4,77,135,C,FALSE,3
4,277,137,E,FALSE,10
4,243,144,E,FALSE,9
4,253,153,C,FALSE,9
4,145,156,E,FALSE,5
4,139,167,H,TRUE,5
4,107,167,E,FALSE,4
4,140,167,H,TRUE,5
4,134,167,H,TRUE,5
4,107,167,E,FALSE,4
4,66,168,E,FALSE,3
4,143,174,H,TRUE,5
4,116,174,E,FALSE,4
4,352,176,E,FALSE,12
4,322,180,E,FALSE,11
4,190,181,E,FALSE,7
4,224,181,H,TRUE,8
4,293,207,E,FALSE,10
4,75,216,E,FALSE,3
4,306,216,E,FALSE,11
5,159,3,E,FALSE,6
5,163,6,H,TRUE,6
5,134,6,C,FALSE,5
5,90,15,H,TRUE,3
5,63,15,E,FALSE,3
5,351,21,E,FALSE,12
5,176,32,E,FALSE,6
5,197,36,E,FALSE,7
5,198,41,E,FALSE,7
5,221,41,E,TRUE,8
5,232,43,E,FALSE,8
5,129,44,E,FALSE,5
5,163,50,E,FALSE,6
5,43,65,E,FALSE,2
5,74,65,H,TRUE,3
5,74,68,E,FALSE,3
5,98,68,E,TRUE,4
5,136,68,H,TRUE,5
5,318,71,E,FALSE,11
5,96,77,E,FALSE,4
5,166,80,H,TRUE,6
5,140,80,E,FALSE,5
5,197,82,E,FALSE,7
5,97,82,E,FALSE,4
5,114,83,E,FALSE,4
5,163,92,H,TRUE,6
5,137,92,E,FALSE,5
5,266,101,E,FALSE,9
5,54,116,E,FALSE,2
5,354,120,E,FALSE,12
5,105,121,E,FALSE,4
5,280,124,E,FALSE,10
5,83,128,H,TRUE,3
5,51,128,E,FALSE,2
5,102,132,E,FALSE,4
5,137,132,H,TRUE,5
5,301,144,E,FALSE,11
5,254,160,E,FALSE,9
5,44,164,E,FALSE,2
5,242,165,E,FALSE,9
5,358,175,E,FALSE,12
5,201,182,E,FALSE,7
5,83,195,E,FALSE,3
5,150,196,E,FALSE,5
5,193,215,E,FALSE,7
6,307,2,E,FALSE,11
6,139,6,E,FALSE,5
6,301,15,E,FALSE,11
6,172,19,E,FALSE,6
6,36,21,E,FALSE,2
6,249,21,E,FALSE,9
6,255,23,E,FALSE,9
6,287,23,H,TRUE,10
6,303,24,H,TRUE,11
6,241,24,E,FALSE,9
6,274,24,H,TRUE,10
6,211,28,E,FALSE,8
6,198,33,E,FALSE,7
6,327,42,E,FALSE,11
6,241,43,E,FALSE,9
6,135,44,H,TRUE,5
6,109,44,E,FALSE,4
6,337,47,E,FALSE,12
6,307,55,C,FALSE,11
6,130,61,E,FALSE,5
6,326,62,E,FALSE,11
6,143,65,E,FALSE,5
6,283,66,E,FALSE,10
6,175,74,E,FALSE,6
6,263,75,E,FALSE,9
6,227,86,E,FALSE,8
6,240,101,E,FALSE,8
6,36,105,E,FALSE,2
6,235,111,E,FALSE,8
6,151,129,E,FALSE,6
6,188,129,H,TRUE,7
6,322,131,E,FALSE,11
6,109,132,E,FALSE,4
6,138,132,H,TRUE,5
6,62,155,E,FALSE,3
6,214,162,E,FALSE,8
6,61,164,E,TRUE,3
6,35,164,E,FALSE,2
6,145,171,E,FALSE,5
6,254,173,E,FALSE,9
6,247,176,H,TRUE,9
6,214,176,H,TRUE,8
6,186,176,E,FALSE,7
6,241,184,E,FALSE,9
6,351,185,E,FALSE,12
6,297,186,E,FALSE,10
6,360,189,E,FALSE,12
6,284,197,E,FALSE,10
6,304,199,E,FALSE,11
6,87,199,H,TRUE,3
6,61,199,E,FALSE,3
6,81,200,E,FALSE,3
6,46,201,E,FALSE,2
6,48,204,E,FALSE,2
6,92,205,H,TRUE,4
6,64,205,E,FALSE,3
6,112,207,C,FALSE,4
6,51,212,E,FALSE,2
6,119,218,H,TRUE,4
6,93,218,C,FALSE,4
7,298,1,E,FALSE,10
7,360,1,C,FALSE,12
7,143,8,E,FALSE,5
7,330,8,E,FALSE,11
7,175,8,H,TRUE,6
7,207,8,H,TRUE,7
7,42,15,E,FALSE,2
7,290,24,H,TRUE,10
7,263,24,E,FALSE,9
7,175,27,E,FALSE,6
7,356,29,E,FALSE,12
7,60,36,E,FALSE,2
7,190,36,E,FALSE,7
7,364,36,E,FALSE,13
7,90,36,H,TRUE,3
7,75,39,E,FALSE,3
7,163,41,E,FALSE,6
7,192,41,H,TRUE,7
7,307,43,H,TRUE,11
7,272,43,E,FALSE,10
7,189,45,H,TRUE,7
7,157,45,C,FALSE,6
7,148,47,E,FALSE,5
7,346,53,E,FALSE,12
7,324,55,E,FALSE,11
7,344,58,C,FALSE,12
7,336,62,E,FALSE,12
7,322,64,E,FALSE,11
7,116,65,E,FALSE,4
7,119,67,E,FALSE,4
7,224,69,E,FALSE,8
7,119,70,H,TRUE,4
7,85,70,E,FALSE,3
7,224,74,E,FALSE,8
7,259,74,H,TRUE,9
7,162,78,E,FALSE,6
7,197,78,H,TRUE,7
7,196,82,H,TRUE,7
7,167,82,E,FALSE,6
7,253,83,E,FALSE,9
7,316,87,E,FALSE,11
7,102,96,E,FALSE,4
7,316,98,E,FALSE,11
7,295,99,C,FALSE,10
7,185,99,E,FALSE,7
7,126,103,E,FALSE,5
7,297,122,E,FALSE,10
7,58,125,E,FALSE,2
7,308,128,E,FALSE,11
7,361,130,E,FALSE,13
7,70,131,E,FALSE,3
7,106,131,H,TRUE,4
7,183,132,E,FALSE,7
7,149,141,E,FALSE,5
7,232,144,E,FALSE,8
7,92,147,C,FALSE,4
7,188,151,H,TRUE,7
7,159,151,C,FALSE,6
7,143,152,E,FALSE,5
7,198,152,E,FALSE,7
7,54,154,E,FALSE,2
7,135,172,E,FALSE,5
7,282,180,E,FALSE,10
7,324,182,E,FALSE,11
7,220,184,E,FALSE,8
7,260,184,E,TRUE,9
7,59,197,E,FALSE,2
7,346,198,E,FALSE,12
7,95,200,C,FALSE,4
7,247,201,E,FALSE,9
7,267,220,H,TRUE,9
7,242,220,E,FALSE,9
7,237,223,E,FALSE,8
8,308,2,E,FALSE,11
8,324,4,E,FALSE,11
8,171,8,E,FALSE,6
8,196,8,H,TRUE,7
8,128,10,E,FALSE,5
8,352,14,E,FALSE,12
8,72,15,E,FALSE,3
8,273,17,E,FALSE,10
8,132,17,E,FALSE,5
8,173,24,E,FALSE,6
8,214,31,C,FALSE,8
8,53,37,E,FALSE,2
8,304,40,E,FALSE,11
8,146,42,E,FALSE,5
8,303,43,C,FALSE,11
8,210,46,E,FALSE,7
8,186,51,E,FALSE,7
8,253,56,E,FALSE,9
8,277,58,E,FALSE,10
8,112,82,E,FALSE,4
8,333,83,C,FALSE,12
8,233,87,E,FALSE,8
8,181,87,E,FALSE,7
8,255,87,C,TRUE,9
8,74,88,E,FALSE,3
8,154,89,E,FALSE,6
8,224,92,E,FALSE,8
8,298,100,H,TRUE,10
8,271,100,E,FALSE,10
8,107,101,E,FALSE,4
8,303,103,E,FALSE,11
8,193,105,E,FALSE,7
8,140,106,E,FALSE,5
8,237,107,E,FALSE,8
8,243,108,E,FALSE,9
8,315,109,E,FALSE,11
8,173,120,E,FALSE,6
8,202,120,H,TRUE,7
8,289,121,H,TRUE,10
8,258,121,E,FALSE,9
8,159,131,E,FALSE,6
8,297,135,H,TRUE,10
8,251,135,E,FALSE,9
8,261,135,E,TRUE,9
8,291,135,E,TRUE,10
8,129,144,E,FALSE,5
8,106,146,E,FALSE,4
8,132,151,E,FALSE,5
8,233,153,E,FALSE,8
8,105,157,E,FALSE,4
8,42,158,E,FALSE,2
8,188,162,E,FALSE,7
8,82,167,E,FALSE,3
8,109,167,H,TRUE,4
8,281,172,E,FALSE,10
8,275,175,E,FALSE,10
8,324,178,H,TRUE,11
8,295,178,E,FALSE,10
8,309,180,E,FALSE,11
8,346,184,E,FALSE,12
8,284,185,H,TRUE,10
8,251,185,E,FALSE,9
8,226,190,E,FALSE,8
8,284,192,E,FALSE,10
8,340,193,H,TRUE,12
8,309,193,C,FALSE,11
8,234,198,E,FALSE,8
8,168,219,E,FALSE,6
9,168,6,E,FALSE,6
9,185,11,E,FALSE,7
9,101,14,E,FALSE,4
9,92,15,E,FALSE,4
9,165,17,E,FALSE,6
9,120,18,C,FALSE,4
9,204,30,E,FALSE,7
9,91,36,E,FALSE,4
9,225,42,C,FALSE,8
9,63,48,E,FALSE,3
9,145,49,E,FALSE,5
9,138,52,H,TRUE,5
9,135,52,H,TRUE,5
9,104,52,E,FALSE,4
9,64,60,E,FALSE,3
9,166,68,H,TRUE,6
9,137,68,H,TRUE,5
9,106,68,E,FALSE,4
9,336,69,E,FALSE,12
9,183,71,H,TRUE,7
9,150,71,E,FALSE,5
9,216,74,E,FALSE,8
9,133,79,E,FALSE,5
9,209,79,E,FALSE,7
9,149,88,C,FALSE,5
9,213,88,H,TRUE,8
9,181,88,H,TRUE,7
9,315,110,E,FALSE,11
9,216,118,E,FALSE,8
9,118,118,H,TRUE,4
9,85,118,E,FALSE,3
9,33,123,E,FALSE,2
9,192,127,H,TRUE,7
9,163,127,E,FALSE,6
9,331,141,E,FALSE,12
9,128,143,E,FALSE,5
9,285,146,E,FALSE,10
9,339,148,E,FALSE,12
9,245,149,E,FALSE,9
9,131,149,E,FALSE,5
9,158,166,E,FALSE,6
9,127,179,C,FALSE,5
9,157,179,H,TRUE,6
9,323,182,E,FALSE,11
9,214,183,E,FALSE,8
9,302,184,H,TRUE,11
9,332,184,H,TRUE,12
9,272,184,E,FALSE,10
9,320,187,E,FALSE,11
9,261,196,E,FALSE,9
9,107,197,E,FALSE,4
9,64,200,E,FALSE,3
9,120,206,E,FALSE,4
9,355,210,E,FALSE,12
9,363,214,E,FALSE,13
9,138,218,E,FALSE,5
9,195,218,E,FALSE,7
10,207,2,E,TRUE,7
10,164,2,E,FALSE,6
10,308,3,E,FALSE,11
10,331,11,E,FALSE,12
10,130,17,E,FALSE,5
10,351,24,E,FALSE,12
10,312,26,E,FALSE,11
10,119,31,H,TRUE,4
10,85,31,E,FALSE,3
10,50,34,E,FALSE,2
10,92,39,E,FALSE,4
10,251,43,E,FALSE,9
10,113,59,E,FALSE,4
10,145,59,H,TRUE,5
10,65,71,E,FALSE,3
10,195,73,E,FALSE,7
10,181,83,E,FALSE,7
10,205,86,C,FALSE,7
10,269,90,E,FALSE,9
10,330,90,H,TRUE,11
10,297,90,H,TRUE,10
10,293,103,E,FALSE,10
10,267,110,E,FALSE,9
10,115,112,E,FALSE,4
10,290,120,E,FALSE,10
10,179,125,E,FALSE,6
10,190,131,E,FALSE,7
10,287,152,E,FALSE,10
10,140,157,E,FALSE,5
10,115,158,E,FALSE,4
10,56,169,E,FALSE,2
10,236,178,C,FALSE,8
10,226,185,E,FALSE,8
10,231,190,E,FALSE,8
10,51,202,E,FALSE,2
10,287,204,E,FALSE,10
10,172,207,E,FALSE,6
10,240,208,E,FALSE,8
10,363,222,E,FALSE,13
11,343,4,E,FALSE,12
11,126,8,C,FALSE,5
11,187,11,E,FALSE,7
11,345,13,E,FALSE,12
11,199,17,E,FALSE,7
11,363,20,E,FALSE,13
11,363,20,E,FALSE,13
11,230,21,E,FALSE,8
11,152,21,E,FALSE,6
11,47,22,E,FALSE,2
11,296,24,C,FALSE,10
11,76,26,E,FALSE,3
11,102,26,H,TRUE,4
11,293,29,E,FALSE,10
11,41,32,E,FALSE,2
11,280,51,E,FALSE,10
11,273,54,E,FALSE,10
11,290,55,E,FALSE,10
11,189,71,E,FALSE,7
11,307,75,H,TRUE,11
11,277,75,C,FALSE,10
11,171,81,E,FALSE,6
11,34,84,E,FALSE,2
11,190,95,E,FALSE,7
11,123,107,E,FALSE,5
11,32,112,E,FALSE,2
11,251,112,E,FALSE,9
11,237,132,E,FALSE,8
11,277,135,E,FALSE,10
11,321,138,E,FALSE,11
11,244,138,E,FALSE,9
11,310,142,C,FALSE,11
11,220,145,E,FALSE,8
11,183,154,E,FALSE,7
11,67,154,E,FALSE,3
11,114,160,E,TRUE,4
11,80,160,H,TRUE,3
11,49,160,E,FALSE,2
11,243,162,C,FALSE,9
11,230,163,H,TRUE,8
11,202,163,E,FALSE,7
11,247,165,E,FALSE,9
11,312,170,H,TRUE,11
11,283,170,C,FALSE,10
11,320,172,C,FALSE,11
11,130,179,E,FALSE,5
11,350,180,H,TRUE,12
11,318,180,C,FALSE,11
11,95,189,H,TRUE,4
11,69,189,E,FALSE,3
11,134,190,E,FALSE,5
11,340,191,C,FALSE,12
11,260,194,C,FALSE,9
11,61,197,E,FALSE,3
11,268,201,E,FALSE,9
11,318,205,E,FALSE,11
11,349,205,C,TRUE,12
11,259,207,E,FALSE,9
11,66,214,E,FALSE,3
11,242,215,H,TRUE,9
11,215,215,E,FALSE,8
11,128,224,E,FALSE,5
12,165,13,E,FALSE,6
12,311,15,C,FALSE,11
12,128,18,E,FALSE,5
12,174,19,E,FALSE,6
12,257,26,C,FALSE,9
12,47,27,E,FALSE,2
12,162,29,E,FALSE,6
12,189,31,E,FALSE,7
12,219,31,H,TRUE,8
12,109,33,E,FALSE,4
12,184,34,E,FALSE,7
12,82,35,E,FALSE,3
12,256,39,E,FALSE,9
12,361,39,E,FALSE,13
12,150,43,E,FALSE,5
12,114,52,C,FALSE,4
12,86,53,E,FALSE,3
12,119,53,H,TRUE,4
12,331,54,H,TRUE,12
12,299,54,E,FALSE,10
12,191,56,E,FALSE,7
12,221,74,H,TRUE,8
12,181,74,E,FALSE,7
12,260,75,E,FALSE,9
12,295,75,H,TRUE,10
12,32,81,E,FALSE,2
12,349,84,E,FALSE,12
12,113,85,H,TRUE,4
12,81,85,E,FALSE,3
12,91,87,E,FALSE,4
12,352,88,E,FALSE,12
12,56,91,E,FALSE,2
12,291,96,E,FALSE,10
12,251,106,E,FALSE,9
12,287,106,H,TRUE,10
12,139,109,E,FALSE,5
12,95,122,E,FALSE,4
12,252,122,E,FALSE,9
12,301,124,C,FALSE,11
12,152,126,H,TRUE,6
12,121,126,E,FALSE,5
12,90,134,E,FALSE,3
12,151,134,E,FALSE,6
12,292,136,E,FALSE,10
12,172,140,E,FALSE,6
12,188,141,E,FALSE,7
12,123,148,C,FALSE,5
12,107,157,E,FALSE,4
12,81,159,E,FALSE,3
12,266,165,E,FALSE,9
12,347,173,E,FALSE,12
12,297,173,E,FALSE,10
12,276,175,E,FALSE,10
12,188,177,H,TRUE,7
12,154,177,C,FALSE,6
12,225,178,C,FALSE,8
12,292,199,C,FALSE,10
12,195,199,E,FALSE,7
12,342,199,E,FALSE,12
12,44,203,E,FALSE,2
12,350,205,E,FALSE,12
12,297,206,E,FALSE,10
12,279,215,E,FALSE,10
12,310,215,H,TRUE,11
12,336,217,E,FALSE,12
13,273,9,E,FALSE,10
13,137,11,E,FALSE,5
13,36,13,E,FALSE,2
13,257,15,E,FALSE,9
13,237,22,E,FALSE,8
13,231,24,E,FALSE,8
13,308,26,E,FALSE,11
13,145,37,H,TRUE,5
13,113,37,E,FALSE,4
13,146,37,H,TRUE,5
13,232,39,E,FALSE,8
13,313,41,E,FALSE,11
13,142,51,E,FALSE,5
13,209,51,H,TRUE,7
13,175,51,H,TRUE,6
13,105,76,E,FALSE,4
13,252,81,E,FALSE,9
13,117,84,E,FALSE,4
13,147,88,E,FALSE,5
13,339,91,E,FALSE,12
13,279,105,E,FALSE,10
13,203,106,E,FALSE,7
13,123,113,E,FALSE,5
13,97,114,E,FALSE,4
13,209,124,E,FALSE,7
13,335,126,E,FALSE,12
13,61,132,E,FALSE,3
13,299,139,E,FALSE,10
13,134,140,C,FALSE,5
